parameter,value,repetition,seed,n_jobs,m_machines,budget_multiplier,ceiling_runtime,ceiling_nodes,ceiling_pruned_bound,ceiling_pruning_rate,ceiling_makespan,ceiling_status,maxlpt_runtime,maxlpt_nodes,maxlpt_pruned_bound,maxlpt_pruning_rate,maxlpt_makespan,maxlpt_status,match_makespan,node_reduction_pct,speedup
budget,6.2,3,62003,8,4,6.2,0.4175117015838623,1458,1298,0.8902606310013718,630.0,success,0.4254164695739746,829,716,0.8636911942098915,630.0,success,True,43.14128943758574,0.9814187541962623
budget,6.2,4,62004,8,4,6.2,0.030321836471557617,0,0,0.0,722.0,success,0.07851076126098633,0,0,0.0,722.0,success,True,,
budget,6.4,0,64000,8,4,6.4,0.021004199981689453,0,0,0.0,475.0,success,0.05801510810852051,0,0,0.0,475.0,success,True,,
budget,6.4,1,64001,8,4,6.4,205.67840003967285,48527,37261,0.7678405835926392,429.0,success,86.94422221183777,5685,2758,0.4851363236587511,429.0,success,True,88.2848723391102,2.3656362068377788
budget,6.4,2,64002,8,4,6.4,0.029143810272216797,0,0,0.0,940.0,success,0.057999610900878906,0,0,0.0,940.0,success,True,,
budget,6.4,3,64003,8,4,6.4,1.4296760559082031,30587,30179,0.9866609997711446,620.0,success,0.2751033306121826,4819,4720,0.9794563187383275,620.0,success,True,84.24494066106516,5.196869309894468
budget,6.4,4,64004,8,4,6.4,0.026000022888183594,0,0,0.0,608.0,success,0.06350326538085938,0,0,0.0,608.0,success,True,,
budget,6.6,0,66000,8,4,6.6,0.8261542320251465,5431,4363,0.8033511323881422,450.0,success,0.6676082611083984,839,560,0.6674612634088201,450.0,success,True,84.5516479469711,1.2374835366080128
budget,6.6,1,66001,8,4,6.6,9.19463062286377,34214,28990,0.8473139650435494,357.0,success,5.451352596282959,4192,3096,0.7385496183206107,357.0,success,True,87.74770561758345,1.686669585293967
budget,6.6,2,66002,8,4,6.6,1.8770849704742432,11071,10716,0.9679342426158432,585.0,success,1.6071979999542236,4984,4804,0.963884430176565,585.0,success,True,54.981483154186606,1.1679239088946767
budget,6.6,3,66003,8,4,6.6,114.5369644165039,12551,8982,0.715640188032826,486.0,success,68.84654355049133,5099,2859,0.5606981761129634,486.0,success,True,59.373755079276556,1.66365598779122
budget,6.6,4,66004,8,4,6.6,20.928901433944702,159018,154187,0.969619791470148,340.0,success,4.636533260345459,9144,8586,0.9389763779527559,340.0,success,True,94.24970758027393,4.513911635864191
budget,6.8,0,68000,8,4,6.8,31.85463047027588,9096,8083,0.88863236587511,594.0,success,25.02477264404297,2436,1781,0.7311165845648604,594.0,success,True,73.21899736147756,1.272923871212821
budget,6.8,1,68001,8,4,6.8,0.03899979591369629,0,0,0.0,1159.0,success,0.10350894927978516,0,0,0.0,1159.0,success,True,,
budget,6.8,2,68002,8,4,6.8,0.023957490921020508,0,0,0.0,600.0,success,0.05150318145751953,0,0,0.0,600.0,success,True,,
budget,6.8,3,68003,8,4,6.8,0.403275728225708,3786,3712,0.9804543053354464,684.0,success,0.3657240867614746,2865,2805,0.9790575916230366,684.0,success,True,24.32646592709984,1.1026775178981432
budget,6.8,4,68004,8,4,6.8,8.92080569267273,183466,160855,0.876756456237123,266.0,success,0.31827497482299805,1438,1038,0.721835883171071,266.0,success,True,99.21620354725125,28.02861172994782
budget,7.0,0,70000,8,4,7.0,1.3677773475646973,2386,1680,0.7041072925398156,690.0,success,1.2061734199523926,645,310,0.4806201550387597,690.0,success,True,72.96730930427493,1.1339806738724878
budget,7.0,1,70001,8,4,7.0,2.617959976196289,1411,925,0.6555634301913537,606.0,success,1.9377267360687256,607,339,0.5584843492586491,606.0,success,True,56.98086463501063,1.3510470426328667
budget,7.0,2,70002,8,4,7.0,0.17802143096923828,2441,2092,0.8570258090946333,624.0,success,0.1390230655670166,496,391,0.7883064516129032,624.0,success,True,79.68045882834905,1.2805172310304318
budget,7.0,3,70003,8,4,7.0,0.0449976921081543,0,0,0.0,525.0,success,0.12868332862854004,0,0,0.0,525.0,success,True,,
budget,7.0,4,70004,8,4,7.0,1533.276490688324,500000,430513,0.861026,260.0,success,1150.1347596645355,96416,51701,0.5362284268171258,260.0,success,True,80.7168,1.3331276859552883
budget,7.2,0,72000,8,4,7.2,0.11767888069152832,1420,1155,0.8133802816901409,450.0,success,0.12230134010314941,203,162,0.7980295566502463,450.0,success,True,85.70422535211267,0.9622043437322724
budget,7.2,1,72001,8,4,7.2,0.4260435104370117,3259,3182,0.9763731205891377,549.0,success,0.4297041893005371,2515,2451,0.9745526838966203,549.0,success,True,22.829088677508437,0.991480932802903
budget,7.2,2,72002,8,4,7.2,0.02700042724609375,0,0,0.0,380.0,success,0.08050704002380371,0,0,0.0,380.0,success,True,,
budget,7.2,3,72003,8,4,7.2,1444.5282490253448,355623,283213,0.7963854981258243,306.0,success,366.7250578403473,46362,25644,0.5531254044260385,306.0,success,True,86.96316042550679,3.938995217649447
budget,7.2,4,72004,8,4,7.2,0.033289432525634766,0,0,0.0,570.0,success,0.08711647987365723,0,0,0.0,570.0,success,True,,
budget,7.4,0,74000,8,4,7.4,0.044998884201049805,0,0,0.0,704.0,success,0.12196946144104004,0,0,0.0,704.0,success,True,,
budget,7.4,1,74001,8,4,7.4,0.0320897102355957,0,0,0.0,1080.0,success,0.07451057434082031,0,0,0.0,1080.0,success,True,,
budget,7.4,2,74002,8,4,7.4,0.03999757766723633,0,0,0.0,689.0,success,0.1025080680847168,0,0,0.0,689.0,success,True,,
budget,7.4,3,74003,8,4,7.4,0.04551076889038086,0,0,0.0,1156.0,success,0.10843992233276367,0,0,0.0,1156.0,success,True,,
budget,7.4,4,74004,8,4,7.4,10.047552108764648,38945,33748,0.8665553986391065,300.0,success,2.6195015907287598,1502,991,0.6597869507323568,300.0,success,True,96.14327898318142,3.835673222847467
budget,7.6,0,76000,8,4,7.6,0.03476548194885254,0,0,0.0,665.0,success,0.11351656913757324,0,0,0.0,665.0,success,True,,
budget,7.6,1,76001,8,4,7.6,0.03599953651428223,0,0,0.0,546.0,success,0.09774017333984375,0,0,0.0,546.0,success,True,,
budget,7.6,2,76002,8,4,7.6,256.04476141929626,500000,437909,0.875818,264.0,success,45.279932498931885,37844,33106,0.8748018179896417,264.0,success,True,92.4312,5.654707224339085
budget,7.6,3,76003,8,4,7.6,0.026025056838989258,0,0,0.0,341.0,success,0.052504777908325195,0,0,0.0,341.0,success,True,,
budget,7.6,4,76004,8,4,7.6,0.030001401901245117,0,0,0.0,400.0,success,0.09980487823486328,0,0,0.0,400.0,success,True,,
budget,7.8,0,78000,8,4,7.8,0.03224492073059082,0,0,0.0,620.0,success,0.07999968528747559,0,0,0.0,620.0,success,True,,
budget,7.8,1,78001,8,4,7.8,0.02750539779663086,0,0,0.0,391.0,success,0.0761871337890625,0,0,0.0,391.0,success,True,,
budget,7.8,2,78002,8,4,7.8,0.05051112174987793,0,0,0.0,975.0,success,0.14302301406860352,0,0,0.0,975.0,success,True,,
budget,7.8,3,78003,8,4,7.8,0.039999961853027344,0,0,0.0,756.0,success,0.09997892379760742,0,0,0.0,756.0,success,True,,
budget,7.8,4,78004,8,4,7.8,0.03899955749511719,0,0,0.0,1098.0,success,0.09000301361083984,0,0,0.0,1098.0,success,True,,
budget,8.0,0,80000,8,4,8.0,15.169450283050537,140647,138030,0.9813931331631673,594.0,success,4.603737831115723,19017,18711,0.983909133932797,594.0,success,True,86.4789152985844,3.295029134918006
budget,8.0,1,80001,8,4,8.0,0.04285550117492676,0,0,0.0,600.0,success,0.09950733184814453,0,0,0.0,600.0,success,True,,
budget,8.0,2,80002,8,4,8.0,0.034380435943603516,0,0,0.0,608.0,success,0.09000968933105469,0,0,0.0,608.0,success,True,,
budget,8.0,3,80003,8,4,8.0,0.02338409423828125,0,0,0.0,540.0,success,0.05900263786315918,0,0,0.0,540.0,success,True,,
budget,8.0,4,80004,8,4,8.0,0.023598194122314453,0,0,0.0,532.0,success,0.06086087226867676,0,0,0.0,532.0,success,True,,
budget,8.2,0,82000,8,4,8.2,0.04350781440734863,0,0,0.0,540.0,success,0.1120147705078125,0,0,0.0,540.0,success,True,,
budget,8.2,1,82001,8,4,8.2,0.04050612449645996,0,0,0.0,520.0,success,0.09407782554626465,0,0,0.0,520.0,success,True,,
budget,8.2,2,82002,8,4,8.2,0.03581571578979492,0,0,0.0,480.0,success,0.11650824546813965,0,0,0.0,480.0,success,True,,
budget,8.2,3,82003,8,4,8.2,0.21370315551757812,850,815,0.9588235294117647,1095.0,success,0.2765326499938965,492,459,0.9329268292682927,1095.0,success,True,42.11764705882353,0.7727953842784745
budget,8.2,4,82004,8,4,8.2,6.440093755722046,16758,15625,0.9323905000596729,560.0,success,3.2580513954162598,2862,2612,0.9126484975541579,560.0,success,True,82.92158968850698,1.9766704002222277
budget,8.4,0,84000,8,4,8.4,0.04619240760803223,0,0,0.0,1136.0,success,0.1030890941619873,0,0,0.0,1136.0,success,True,,
budget,8.4,1,84001,8,4,8.4,0.04551362991333008,0,0,0.0,975.0,success,0.11251211166381836,0,0,0.0,975.0,success,True,,
budget,8.4,2,84002,8,4,8.4,0.04099917411804199,0,0,0.0,779.0,success,0.09802603721618652,0,0,0.0,779.0,success,True,,
budget,8.4,3,84003,8,4,8.4,1.028817892074585,9333,7741,0.8294224793742634,517.0,success,0.31857967376708984,338,255,0.7544378698224852,517.0,success,True,96.3784420872174,3.2293896214695184
budget,8.4,4,84004,8,4,8.4,744.5537524223328,500000,409071,0.818142,351.0,success,208.52484512329102,35874,29580,0.8245526007693594,351.0,success,True,92.8252,3.570575736345052
budget,8.6,0,86000,8,4,8.6,0.3350667953491211,2572,2212,0.8600311041990669,513.0,success,0.1980271339416504,795,741,0.9320754716981132,513.0,success,True,69.09020217729393,1.6920246669219081
budget,8.6,1,86001,8,4,8.6,0.04298543930053711,0,0,0.0,867.0,success,0.10750937461853027,0,0,0.0,867.0,success,True,,
budget,8.6,2,86002,8,4,8.6,0.04416823387145996,0,0,0.0,795.0,success,0.14158844947814941,0,0,0.0,795.0,success,True,,
budget,8.6,3,86003,8,4,8.6,0.04627084732055664,0,0,0.0,848.0,success,0.11150527000427246,0,0,0.0,848.0,success,True,,
budget,8.6,4,86004,8,4,8.6,4.329003572463989,12755,10863,0.8516660133281067,390.0,success,4.0240395069122314,2503,1843,0.7363164202956453,390.0,success,True,80.37632301058409,1.0757855545473425
budget,8.8,0,88000,8,4,8.8,1.7779483795166016,13786,13569,0.9842593935876977,1092.0,success,1.6512551307678223,9601,9418,0.9809394854702636,1092.0,success,True,30.35688379515451,1.076725423217833
budget,8.8,1,88001,8,4,8.8,0.04950690269470215,0,0,0.0,855.0,success,0.12650680541992188,0,0,0.0,855.0,success,True,,
budget,8.8,2,88002,8,4,8.8,0.054947614669799805,0,0,0.0,740.0,success,0.15228652954101562,0,0,0.0,740.0,success,True,,
budget,8.8,3,88003,8,4,8.8,0.048506975173950195,0,0,0.0,1206.0,success,0.1065068244934082,0,0,0.0,1206.0,success,True,,
budget,8.8,4,88004,8,4,8.8,0.0458066463470459,0,0,0.0,684.0,success,0.1329352855682373,0,0,0.0,684.0,success,True,,
budget,9.0,0,90000,8,4,9.0,0.03400158882141113,0,0,0.0,520.0,success,0.1005094051361084,0,0,0.0,520.0,success,True,,
budget,9.0,1,90001,8,4,9.0,0.05718183517456055,0,0,0.0,585.0,success,0.1929023265838623,0,0,0.0,585.0,success,True,,
budget,9.0,2,90002,8,4,9.0,0.04250931739807129,0,0,0.0,480.0,success,0.13102936744689941,0,0,0.0,480.0,success,True,,
budget,9.0,3,90003,8,4,9.0,0.07859230041503906,337,289,0.857566765578635,738.0,success,0.1364421844482422,222,196,0.8828828828828829,738.0,success,True,34.124629080118694,0.5760117425036695
budget,9.0,4,90004,8,4,9.0,0.023027896881103516,0,0,0.0,720.0,success,0.05700087547302246,0,0,0.0,720.0,success,True,,
budget,9.2,0,92000,8,4,9.2,0.056504011154174805,0,0,0.0,1260.0,success,0.1429126262664795,0,0,0.0,1260.0,success,True,,
budget,9.2,1,92001,8,4,9.2,19.456672191619873,75384,74182,0.9840549718773215,702.0,success,8.244415283203125,15056,14782,0.9818012752391073,702.0,success,True,80.02759206197602,2.359982063404811
budget,9.2,2,92002,8,4,9.2,1.5130500793457031,9542,9123,0.9560888702578075,782.0,success,1.1518962383270264,2761,2591,0.9384281057587831,782.0,success,True,71.06476629637393,1.3135298380201361
budget,9.2,3,92003,8,4,9.2,0.3205904960632324,4511,4279,0.948570161826646,567.0,success,0.22311902046203613,957,921,0.9623824451410659,567.0,success,True,78.78519175349147,1.436858656870005
budget,9.2,4,92004,8,4,9.2,0.03599905967712402,0,0,0.0,361.0,success,0.10051202774047852,0,0,0.0,361.0,success,True,,
budget,9.4,0,94000,8,4,9.4,149.90446662902832,17537,8490,0.48411929064264125,765.0,success,120.31509852409363,8423,2091,0.24824884245518225,765.0,success,True,51.970120317043964,1.2459322933522703
budget,9.4,1,94001,8,4,9.4,577.6221902370453,500000,449664,0.899328,484.0,success,487.5694444179535,96317,83089,0.8626618353976971,484.0,success,True,80.73660000000001,1.1846972710248367
budget,9.4,2,94002,8,4,9.4,0.042818307876586914,0,0,0.0,700.0,success,0.12101340293884277,0,0,0.0,700.0,success,True,,
budget,9.4,3,94003,8,4,9.4,0.15451478958129883,872,625,0.716743119266055,936.0,success,0.1807847023010254,445,316,0.7101123595505618,936.0,success,True,48.96788990825688,0.8546895152888301
budget,9.4,4,94004,8,4,9.4,9.193588733673096,7420,5307,0.7152291105121293,702.0,success,3.189164638519287,971,414,0.42636457260556127,702.0,success,True,86.91374663072776,2.8827576421208634
budget,9.6,0,96000,8,4,9.6,5.1042773723602295,20431,16921,0.8282022416915472,610.0,success,1.398371696472168,1205,797,0.6614107883817427,610.0,success,True,94.10209975037932,3.650157812287944
budget,9.6,1,96001,8,4,9.6,0.051999568939208984,0,0,0.0,855.0,success,0.1510457992553711,0,0,0.0,855.0,success,True,,
budget,9.6,2,96002,8,4,9.6,0.07132601737976074,0,0,0.0,1305.0,success,0.21404528617858887,0,0,0.0,1305.0,success,True,,
budget,9.6,3,96003,8,4,9.6,0.0496826171875,0,0,0.0,1100.0,success,0.13501691818237305,0,0,0.0,1100.0,success,True,,
budget,9.6,4,96004,8,4,9.6,3.2906932830810547,42337,41276,0.9749391784963507,608.0,success,1.6687963008880615,11804,11430,0.9683158251440189,608.0,success,True,72.11895032713701,1.9718963191192893
budget,9.8,0,98000,8,4,9.8,0.0732879638671875,0,0,0.0,1515.0,success,0.16423821449279785,0,0,0.0,1515.0,success,True,,
budget,9.8,1,98001,8,4,9.8,0.06035780906677246,0,0,0.0,1122.0,success,0.20670509338378906,0,0,0.0,1122.0,success,True,,
budget,9.8,2,98002,8,4,9.8,0.04400467872619629,0,0,0.0,1134.0,success,0.1268460750579834,0,0,0.0,1134.0,success,True,,
budget,9.8,3,98003,8,4,9.8,35.109275341033936,49193,43230,0.8787835667676296,360.0,success,6.800089120864868,2071,1408,0.6798647996137132,360.0,success,True,95.79005143008152,5.163061059495139
budget,9.8,4,98004,8,4,9.8,14.379699468612671,14690,11885,0.8090537780803267,432.0,success,3.391082763671875,866,403,0.4653579676674365,432.0,success,True,94.10483321987748,4.240444858102575
budget,10.0,0,100000,8,4,10.0,0.05550718307495117,0,0,0.0,1054.0,success,0.19259262084960938,0,0,0.0,1054.0,success,True,,
budget,10.0,1,100001,8,4,10.0,0.05751466751098633,0,0,0.0,1460.0,success,0.1780538558959961,0,0,0.0,1460.0,success,True,,
budget,10.0,2,100002,8,4,10.0,0.05400395393371582,0,0,0.0,1134.0,success,0.14679908752441406,0,0,0.0,1134.0,success,True,,
budget,10.0,3,100003,8,4,10.0,0.05973672866821289,0,0,0.0,640.0,success,0.17819595336914062,0,0,0.0,640.0,success,True,,
budget,10.0,4,100004,8,4,10.0,115.9496603012085,153619,137187,0.8930340647966722,379.0,success,61.207921504974365,13174,9271,0.7037346288143312,379.0,success,True,91.42423788724051,1.8943570938246166
budget,10.2,0,102000,8,4,10.2,0.05618572235107422,0,0,0.0,504.0,success,0.16901636123657227,0,0,0.0,504.0,success,True,,
budget,10.2,1,102001,8,4,10.2,159.69216465950012,9289,7867,0.8469157067499192,768.0,success,133.48862147331238,1780,1151,0.6466292134831461,768.0,success,True,80.83754979007428,1.196297953316017
budget,10.2,2,102002,8,4,10.2,0.04400062561035156,0,0,0.0,560.0,success,0.13202691078186035,0,0,0.0,560.0,success,True,,
budget,10.2,3,102003,8,4,10.2,0.051795005798339844,0,0,0.0,1003.0,success,0.1465296745300293,0,0,0.0,1003.0,success,True,,
budget,10.2,4,102004,8,4,10.2,0.056005001068115234,0,0,0.0,1425.0,success,0.16051340103149414,0,0,0.0,1425.0,success,True,,
budget,10.4,0,104000,8,4,10.4,2369.072279691696,500000,355542,0.711084,600.0,success,2235.9727816581726,270295,128370,0.4749255443126954,600.0,success,True,45.940999999999995,1.0595264392864472
budget,10.4,1,104001,8,4,10.4,0.05687212944030762,0,0,0.0,1340.0,success,0.16501426696777344,0,0,0.0,1340.0,success,True,,
budget,10.4,2,104002,8,4,10.4,10.707408428192139,13577,11186,0.8238933490461811,507.0,success,1.9695849418640137,1369,1034,0.7552958363769174,507.0,success,True,89.91677100979598,5.436378091954062
budget,10.4,3,104003,8,4,10.4,0.05706429481506348,0,0,0.0,750.0,success,0.17700433731079102,0,0,0.0,750.0,success,True,,
budget,10.4,4,104004,8,4,10.4,0.04405093193054199,0,0,0.0,976.0,success,0.11809206008911133,0,0,0.0,976.0,success,True,,
budget,10.6,0,106000,8,4,10.6,0.06122303009033203,0,0,0.0,1292.0,success,0.1564950942993164,0,0,0.0,1292.0,success,True,,
budget,10.6,1,106001,8,4,10.6,2634.9380950927734,500000,386324,0.772648,490.0,success,919.6925628185272,38358,19772,0.515459617289744,491.0,success,False,92.3284,2.8650205531918567
budget,10.6,2,106002,8,4,10.6,10.243870973587036,10635,10243,0.9631405735778091,966.0,success,6.314046144485474,3519,3306,0.9394714407502132,966.0,success,True,66.91114245416078,1.6223940622502055
budget,10.6,3,106003,8,4,10.6,0.6106181144714355,2384,2024,0.8489932885906041,756.0,success,0.47669267654418945,649,586,0.9029275808936826,756.0,success,True,72.77684563758389,1.2809471269794748
budget,10.6,4,106004,8,4,10.6,0.07715821266174316,0,0,0.0,1040.0,success,0.20768332481384277,0,0,0.0,1040.0,success,True,,
budget,10.8,0,108000,8,4,10.8,470.87828731536865,500000,442667,0.885334,627.0,success,52.09439969062805,4863,3553,0.7306189594900268,627.0,success,True,99.0274,9.038942575627399
budget,10.8,1,108001,8,4,10.8,79.78855729103088,8341,5542,0.6644287255724733,693.0,success,26.11123776435852,1224,635,0.5187908496732027,693.0,success,True,85.32550053950365,3.055717159450065
budget,10.8,2,108002,8,4,10.8,0.08366560935974121,0,0,0.0,1980.0,success,0.2458202838897705,0,0,0.0,1980.0,success,True,,
budget,10.8,3,108003,8,4,10.8,66.97570896148682,27273,21944,0.8046052872804605,368.0,success,44.13207530975342,4426,2229,0.5036150022593764,368.0,success,True,83.77149561837716,1.5176197468938162
budget,10.8,4,108004,8,4,10.8,0.0796365737915039,0,0,0.0,1480.0,success,0.2359027862548828,0,0,0.0,1480.0,success,True,,
budget,11.0,0,110000,8,4,11.0,0.05955100059509277,0,0,0.0,546.0,success,0.14275813102722168,0,0,0.0,546.0,success,True,,
budget,11.0,1,110001,8,4,11.0,0.7595415115356445,1325,1073,0.809811320754717,1296.0,success,0.745774507522583,521,412,0.7907869481765835,1296.0,success,True,60.679245283018865,1.0184600088554845
budget,11.0,2,110002,8,4,11.0,0.08917045593261719,0,0,0.0,1010.0,success,0.1937108039855957,0,0,0.0,1010.0,success,True,,
budget,11.0,3,110003,8,4,11.0,0.05711102485656738,0,0,0.0,860.0,success,0.16925549507141113,0,0,0.0,860.0,success,True,,
budget,11.0,4,110004,8,4,11.0,43.303319692611694,500000,446061,0.892122,435.0,success,23.954501628875732,24907,18195,0.7305175251937206,435.0,success,True,95.01859999999999,1.8077320231288847
budget,11.2,0,112000,8,4,11.2,0.07565140724182129,0,0,0.0,510.0,success,0.24296140670776367,0,0,0.0,510.0,success,True,,
budget,11.2,1,112001,8,4,11.2,10174.045148849487,500000,363743,0.72748600000000004,484.0,success,,,,,,timeout,,,
